Sender,Receiver,Timestamp,Discussion Title,Discussion Category,Parent Category,Category Text,Discussion Identifier,Comment ID,Discussion ID
444,113,4/30/13 20:46,Rural Charter School in Northern California - Tech Goals and Challenges,Group A-C,Units 2-3: Submit & Review Goals/Challenges Statements,,Rural Charter School in Northern California - Tech Goals and ChallengesGroup A-CUnits 2-3: Submit & Review Goals/Challenges Statements,1420,216
444,187,4/30/13 20:53,Goals and Challenges for a Small Surburban K-8 School District in SF Bay Area,Group A-C,Units 2-3: Submit & Review Goals/Challenges Statements,,Goals and Challenges for a Small Surburban K-8 School District in SF Bay AreaGroup A-CUnits 2-3: Submit & Review Goals/Challenges Statements,1421,162
444,142,4/30/13 21:00,Cherokee County School District,Group A-C,Units 2-3: Submit & Review Goals/Challenges Statements,,Cherokee County School DistrictGroup A-CUnits 2-3: Submit & Review Goals/Challenges Statements,1422,116
444,223,4/30/13 21:07,Primavera Online High School (statewide charter),Group A-C,Units 2-3: Submit & Review Goals/Challenges Statements,,Primavera Online High School (statewide charter)Group A-CUnits 2-3: Submit & Review Goals/Challenges Statements,1423,82
444,29,4/30/13 21:13,Small private school in Alabama,Group A-C,Units 2-3: Submit & Review Goals/Challenges Statements,,Small private school in AlabamaGroup A-CUnits 2-3: Submit & Review Goals/Challenges Statements,1424,100
40,41,4/30/13 21:15,Balancing the PD need for District-wide Initiatives and Differentiated Professional Development,Professional Learning,Units 4-5 Planning Elements Discussions,,Balancing the PD need for District-wide Initiatives and Differentiated Professional DevelopmentProfessional LearningUnits 4-5 Planning Elements Discussions,1425,211
445,262,4/30/13 21:21,What Hinders the Use of Data?,Data & Assessment,Units 4-5 Planning Elements Discussions,,What Hinders the Use of Data?Data & AssessmentUnits 4-5 Planning Elements Discussions,1426,209
53,175,4/30/13 21:30,Transforming Culture in Northeast Vermont,Group U-Z,Units 2-3: Submit & Review Goals/Challenges Statements,,Transforming Culture in Northeast VermontGroup U-ZUnits 2-3: Submit & Review Goals/Challenges Statements,1427,196
177,445,4/30/13 21:54,Crowdsource: PD Lessons Learned,Professional Learning,Units 4-5 Planning Elements Discussions,,Crowdsource: PD Lessons LearnedProfessional LearningUnits 4-5 Planning Elements Discussions,1428,217
177,445,4/30/13 22:11,"Relevant, Collaborative, and Applied Learning",Curriculum & Instruction,Units 4-5 Planning Elements Discussions,,"Relevant, Collaborative, and Applied LearningCurriculum & InstructionUnits 4-5 Planning Elements Discussions",1429,218
42,262,4/30/13 22:40,What Hinders the Use of Data?,Data & Assessment,Units 4-5 Planning Elements Discussions,,What Hinders the Use of Data?Data & AssessmentUnits 4-5 Planning Elements Discussions,1430,209
42,41,4/30/13 22:45,Balancing the PD need for District-wide Initiatives and Differentiated Professional Development,Professional Learning,Units 4-5 Planning Elements Discussions,,Balancing the PD need for District-wide Initiatives and Differentiated Professional DevelopmentProfessional LearningUnits 4-5 Planning Elements Discussions,1431,211
44,444,4/30/13 23:25,Today is the 20th birthday of the World Wide Web,Units 4-5 Planning Elements Discussions,Root,,Today is the 20th birthday of the World Wide WebUnits 4-5 Planning Elements DiscussionsRoot,1432,214
44,303,4/30/13 23:34,Southern Catholic Private High School--1250+ Students,Group N,Units 2-3: Submit & Review Goals/Challenges Statements,,Southern Catholic Private High School--1250+ StudentsGroup NUnits 2-3: Submit & Review Goals/Challenges Statements,1433,163
87,115,4/30/13 23:51,PD,Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,PDUnit 1 Expert PanelUnit 1-3 Expert Panel Discussions,1434,18
87,84,5/1/13 0:00,How to handle students that do not have access to technology at home?,Unit 1 Expert Panel,Unit 1-3 Expert Panel Discussions,,How to handle students that do not have access to technology at home?Unit 1 Expert PanelUnit 1-3 Expert Panel Discussions,1435,98
52,70,5/1/13 0:49,"Important goals for our school (Harris Road Middle School Concord, North Carolina)",Group N,Units 2-3: Submit & Review Goals/Challenges Statements,,"Important goals for our school (Harris Road Middle School Concord, North Carolina)Group NUnits 2-3: Submit & Review Goals/Challenges Statements",1436,186
444,68,5/1/13 1:21,"WBAIS, Israel",Group D-L,Units 2-3: Submit & Review Goals/Challenges Statements,,"WBAIS, IsraelGroup D-LUnits 2-3: Submit & Review Goals/Challenges Statements",1437,184
444,11,5/1/13 1:35,"AKS, Kyrgyzstan, Private school. Grade 5-11",Group D-L,Units 2-3: Submit & Review Goals/Challenges Statements,,"AKS, Kyrgyzstan, Private school. Grade 5-11Group D-LUnits 2-3: Submit & Review Goals/Challenges Statements",1438,115
444,24,5/1/13 1:44,Rural 7-8 school,Group D-L,Units 2-3: Submit & Review Goals/Challenges Statements,,Rural 7-8 schoolGroup D-LUnits 2-3: Submit & Review Goals/Challenges Statements,1439,109
444,25,5/1/13 1:47,MPCUD 23 - Rural - K-12 - Goals and Challenges,Group D-L,Units 2-3: Submit & Review Goals/Challenges Statements,,MPCUD 23 - Rural - K-12 - Goals and ChallengesGroup D-LUnits 2-3: Submit & Review Goals/Challenges Statements,1440,159
444,27,5/1/13 1:52,Goals from a Parent,Group D-L,Units 2-3: Submit & Review Goals/Challenges Statements,,Goals from a ParentGroup D-LUnits 2-3: Submit & Review Goals/Challenges Statements,1441,169
444,24,5/1/13 1:57,Munster,Group D-L,Units 2-3: Submit & Review Goals/Challenges Statements,,MunsterGroup D-LUnits 2-3: Submit & Review Goals/Challenges Statements,1442,168
444,57,5/1/13 2:02,"Kansas School for the Deaf, EC-12+",Group D-L,Units 2-3: Submit & Review Goals/Challenges Statements,,"Kansas School for the Deaf, EC-12+Group D-LUnits 2-3: Submit & Review Goals/Challenges Statements",1443,158
444,22,5/1/13 2:07,Florida High School,Group D-L,Units 2-3: Submit & Review Goals/Challenges Statements,,Florida High SchoolGroup D-LUnits 2-3: Submit & Review Goals/Challenges Statements,1444,144
434,177,5/1/13 2:26,Crowdsource: PD Lessons Learned,Professional Learning,Units 4-5 Planning Elements Discussions,,Crowdsource: PD Lessons LearnedProfessional LearningUnits 4-5 Planning Elements Discussions,1445,217
178,177,5/1/13 2:59,Crowdsource: PD Lessons Learned,Professional Learning,Units 4-5 Planning Elements Discussions,,Crowdsource: PD Lessons LearnedProfessional LearningUnits 4-5 Planning Elements Discussions,1446,217
74,266,5/1/13 3:21,Suburban HS (1300 students) in WI,Group U-Z,Units 2-3: Submit & Review Goals/Challenges Statements,,Suburban HS (1300 students) in WIGroup U-ZUnits 2-3: Submit & Review Goals/Challenges Statements,1447,219
36,445,5/1/13 4:05,"Relevant, Collaborative, and Applied Learning",Curriculum & Instruction,Units 4-5 Planning Elements Discussions,,"Relevant, Collaborative, and Applied LearningCurriculum & InstructionUnits 4-5 Planning Elements Discussions",1448,218
36,445,5/1/13 4:19,Crowdsource: Curriculum &amp; Instruction Lessons Learned,Curriculum & Instruction,Units 4-5 Planning Elements Discussions,,Crowdsource: Curriculum &amp; Instruction Lessons LearnedCurriculum & InstructionUnits 4-5 Planning Elements Discussions,1449,207
19,44,5/1/13 4:55,Today is the 20th birthday of the World Wide Web,Units 4-5 Planning Elements Discussions,Root,,Today is the 20th birthday of the World Wide WebUnits 4-5 Planning Elements DiscussionsRoot,1450,214
97,258,5/1/13 10:41,"Manchester School District, Manchester NH",Group N,Units 2-3: Submit & Review Goals/Challenges Statements,,"Manchester School District, Manchester NHGroup NUnits 2-3: Submit & Review Goals/Challenges Statements",1451,187
97,52,5/1/13 10:48,"Important goals for our school (Harris Road Middle School Concord, North Carolina)",Group N,Units 2-3: Submit & Review Goals/Challenges Statements,,"Important goals for our school (Harris Road Middle School Concord, North Carolina)Group NUnits 2-3: Submit & Review Goals/Challenges Statements",1452,186
43,41,5/1/13 10:59,Balancing the PD need for District-wide Initiatives and Differentiated Professional Development,Professional Learning,Units 4-5 Planning Elements Discussions,,Balancing the PD need for District-wide Initiatives and Differentiated Professional DevelopmentProfessional LearningUnits 4-5 Planning Elements Discussions,1453,211
29,251,5/1/13 12:38,Colorado (Denver) Suburban Middle School,Group A-C,Units 2-3: Submit & Review Goals/Challenges Statements,,Colorado (Denver) Suburban Middle SchoolGroup A-CUnits 2-3: Submit & Review Goals/Challenges Statements,1454,215
29,37,5/1/13 13:11,Christian Brothers High School Educational Technology Goals,Group A-C,Units 2-3: Submit & Review Goals/Challenges Statements,,Christian Brothers High School Educational Technology GoalsGroup A-CUnits 2-3: Submit & Review Goals/Challenges Statements,1455,149
277,445,5/1/13 14:06,Ask Questions about the Self Assessment,Self-Assessment Discussion with Metiri Group,Units 4-5 Planning Elements Discussions,,Ask Questions about the Self AssessmentSelf-Assessment Discussion with Metiri GroupUnits 4-5 Planning Elements Discussions,1456,220
193,193,5/1/13 14:32,"Mexico Academy and Central School District-(Group Submission: Laubscher, Rathbun, Carpenter,Cernaro)",Group N,Units 2-3: Submit & Review Goals/Challenges Statements,,"Mexico Academy and Central School District-(Group Submission: Laubscher, Rathbun, Carpenter,Cernaro)Group NUnits 2-3: Submit & Review Goals/Challenges Statements",1457,127
25,23,5/1/13 14:38,Rural 7-8 school,Group D-L,Units 2-3: Submit & Review Goals/Challenges Statements,,Rural 7-8 schoolGroup D-LUnits 2-3: Submit & Review Goals/Challenges Statements,1458,109
25,24,5/1/13 14:44,Munster,Group D-L,Units 2-3: Submit & Review Goals/Challenges Statements,,MunsterGroup D-LUnits 2-3: Submit & Review Goals/Challenges Statements,1459,168
210,445,5/1/13 15:40,Crowdsource: Academic Supports Lessons Learned,Academic Supports,Units 4-5 Planning Elements Discussions,,Crowdsource: Academic Supports Lessons LearnedAcademic SupportsUnits 4-5 Planning Elements Discussions,1460,221
361,268,5/1/13 16:19,Houston Texas Suburban Public High School,Group O-T,Units 2-3: Submit & Review Goals/Challenges Statements,,Houston Texas Suburban Public High SchoolGroup O-TUnits 2-3: Submit & Review Goals/Challenges Statements,1461,200
361,129,5/1/13 16:46,"Large, Public, Urban District",Group O-T,Units 2-3: Submit & Review Goals/Challenges Statements,,"Large, Public, Urban DistrictGroup O-TUnits 2-3: Submit & Review Goals/Challenges Statements",1462,222
11,11,5/1/13 17:17,"AKS, Kyrgyzstan, Private school. Grade 5-11",Group D-L,Units 2-3: Submit & Review Goals/Challenges Statements,,"AKS, Kyrgyzstan, Private school. Grade 5-11Group D-LUnits 2-3: Submit & Review Goals/Challenges Statements",1463,115
361,129,5/1/13 17:28,"Large, Public, Urban District",Group O-T,Units 2-3: Submit & Review Goals/Challenges Statements,,"Large, Public, Urban DistrictGroup O-TUnits 2-3: Submit & Review Goals/Challenges Statements",1464,222
11,27,5/1/13 17:30,Goals from a Parent,Group D-L,Units 2-3: Submit & Review Goals/Challenges Statements,,Goals from a ParentGroup D-LUnits 2-3: Submit & Review Goals/Challenges Statements,1465,169
11,22,5/1/13 17:40,Florida High School,Group D-L,Units 2-3: Submit & Review Goals/Challenges Statements,,Florida High SchoolGroup D-LUnits 2-3: Submit & Review Goals/Challenges Statements,1466,144
59,59,5/1/13 18:03,PA Suburban,Group O-T,Units 2-3: Submit & Review Goals/Challenges Statements,,PA SuburbanGroup O-TUnits 2-3: Submit & Review Goals/Challenges Statements,1467,203
59,137,5/1/13 18:03,PA Suburban,Group O-T,Units 2-3: Submit & Review Goals/Challenges Statements,,PA SuburbanGroup O-TUnits 2-3: Submit & Review Goals/Challenges Statements,1467,203
59,119,5/1/13 18:11,"Urban, public middle school",Group O-T,Units 2-3: Submit & Review Goals/Challenges Statements,,"Urban, public middle schoolGroup O-TUnits 2-3: Submit & Review Goals/Challenges Statements",1468,155
59,114,5/1/13 18:19,South Africa: urban district,Group O-T,Units 2-3: Submit & Review Goals/Challenges Statements,,South Africa: urban districtGroup O-TUnits 2-3: Submit & Review Goals/Challenges Statements,1469,223
59,24,5/1/13 18:34,What exactly is meant by self-directed learning in relation to a high school education?,Unit 3: Discussion with Expert Panel from Case Study Schools,Unit 1-3 Expert Panel Discussions,,What exactly is meant by self-directed learning in relation to a high school education?Unit 3: Discussion with Expert Panel from Case Study SchoolsUnit 1-3 Expert Panel Discussions,1470,189
444,58,5/1/13 18:41,A reveiw of School and District Digital Learning Transitions,Group N,Units 2-3: Submit & Review Goals/Challenges Statements,,A reveiw of School and District Digital Learning TransitionsGroup NUnits 2-3: Submit & Review Goals/Challenges Statements,1471,224
74,75,5/1/13 19:17,Tiny public high school in southwest Vermont,Group U-Z,Units 2-3: Submit & Review Goals/Challenges Statements,,Tiny public high school in southwest VermontGroup U-ZUnits 2-3: Submit & Review Goals/Challenges Statements,1472,122
432,58,5/1/13 19:47,A reveiw of School and District Digital Learning Transitions,Group N,Units 2-3: Submit & Review Goals/Challenges Statements,,A reveiw of School and District Digital Learning TransitionsGroup NUnits 2-3: Submit & Review Goals/Challenges Statements,1473,224
432,193,5/1/13 20:01,"Mexico Academy and Central School District-(Group Submission: Laubscher, Rathbun, Carpenter,Cernaro)",Group N,Units 2-3: Submit & Review Goals/Challenges Statements,,"Mexico Academy and Central School District-(Group Submission: Laubscher, Rathbun, Carpenter,Cernaro)Group NUnits 2-3: Submit & Review Goals/Challenges Statements",1474,127
432,69,5/1/13 20:08,Suburban elementary Jewish day school in NJ,Group N,Units 2-3: Submit & Review Goals/Challenges Statements,,Suburban elementary Jewish day school in NJGroup NUnits 2-3: Submit & Review Goals/Challenges Statements,1475,179
432,60,5/1/13 20:12,Draft - Digital Transition Learning,Group N,Units 2-3: Submit & Review Goals/Challenges Statements,,Draft - Digital Transition LearningGroup NUnits 2-3: Submit & Review Goals/Challenges Statements,1476,206
432,21,5/1/13 20:18,College Access Grant in North Carolina,Group N,Units 2-3: Submit & Review Goals/Challenges Statements,,College Access Grant in North CarolinaGroup NUnits 2-3: Submit & Review Goals/Challenges Statements,1477,225
432,3,5/1/13 20:26,"Multiple County Diocesan Schools in Urban, Suburban and Rural Areas",Group O-T,Units 2-3: Submit & Review Goals/Challenges Statements,,"Multiple County Diocesan Schools in Urban, Suburban and Rural AreasGroup O-TUnits 2-3: Submit & Review Goals/Challenges Statements",1478,145
432,59,5/1/13 20:38,PA Suburban,Group O-T,Units 2-3: Submit & Review Goals/Challenges Statements,,PA SuburbanGroup O-TUnits 2-3: Submit & Review Goals/Challenges Statements,1479,203
432,137,5/1/13 20:38,PA Suburban,Group O-T,Units 2-3: Submit & Review Goals/Challenges Statements,,PA SuburbanGroup O-TUnits 2-3: Submit & Review Goals/Challenges Statements,1479,203
432,128,5/1/13 20:43,The Major Current Goals and Challenges of Saint-Petersburg State University of Technology and Design,Group O-T,Units 2-3: Submit & Review Goals/Challenges Statements,,The Major Current Goals and Challenges of Saint-Petersburg State University of Technology and DesignGroup O-TUnits 2-3: Submit & Review Goals/Challenges Statements,1480,167
444,444,5/1/13 20:45,Additional recommended resources,Data & Assessment,Units 4-5 Planning Elements Discussions,,Additional recommended resourcesData & AssessmentUnits 4-5 Planning Elements Discussions,1481,226
432,36,5/1/13 20:51,LAN School or Remote Desktops...how do you monitor what your kids are doing??,Group U-Z,Units 1-3 Discussion Groups,,LAN School or Remote Desktops...how do you monitor what your kids are doing??Group U-ZUnits 1-3 Discussion Groups,1482,76
432,176,5/1/13 20:55,fnwsu dlt goals and challenges,Group U-Z,Units 2-3: Submit & Review Goals/Challenges Statements,,fnwsu dlt goals and challengesGroup U-ZUnits 2-3: Submit & Review Goals/Challenges Statements,1483,227
432,185,5/1/13 20:59,Southern WV Rural Public School - 850 students,Group U-Z,Units 2-3: Submit & Review Goals/Challenges Statements,,Southern WV Rural Public School - 850 studentsGroup U-ZUnits 2-3: Submit & Review Goals/Challenges Statements,1484,142
219,38,5/1/13 21:02,Rural Maine School Grades 6-12,Group M,Units 2-3: Submit & Review Goals/Challenges Statements,,Rural Maine School Grades 6-12Group MUnits 2-3: Submit & Review Goals/Challenges Statements,1485,204
432,81,5/1/13 21:06,Anacortes School District Goals and Challenge Video,Group U-Z,Units 2-3: Submit & Review Goals/Challenges Statements,,Anacortes School District Goals and Challenge VideoGroup U-ZUnits 2-3: Submit & Review Goals/Challenges Statements,1486,202
432,198,5/1/13 21:10,Rural Elementary School in VA,Group U-Z,Units 2-3: Submit & Review Goals/Challenges Statements,,Rural Elementary School in VAGroup U-ZUnits 2-3: Submit & Review Goals/Challenges Statements,1487,174
219,249,5/1/13 21:13,Reeds Spring High School Learning Initiative Vision Statement and Goals,Group M,Units 2-3: Submit & Review Goals/Challenges Statements,,Reeds Spring High School Learning Initiative Vision Statement and GoalsGroup MUnits 2-3: Submit & Review Goals/Challenges Statements,1488,87
219,74,5/1/13 21:24,"Kate--Goal/Challenges Statement from Lyndon Educational Alternative Resources Network,Inc.(LEARN)",Group U-Z,Units 2-3: Submit & Review Goals/Challenges Statements,,"Kate--Goal/Challenges Statement from Lyndon Educational Alternative Resources Network,Inc.(LEARN)Group U-ZUnits 2-3: Submit & Review Goals/Challenges Statements",1489,201
48,42,5/1/13 22:05,Common Core and the Digital Learning Transition,Curriculum & Instruction,Units 4-5 Planning Elements Discussions,,Common Core and the Digital Learning TransitionCurriculum & InstructionUnits 4-5 Planning Elements Discussions,1490,228
148,445,5/2/13 0:19,Decisions about Devices,Technology & Infrastructure,Units 4-5 Planning Elements Discussions,,Decisions about DevicesTechnology & InfrastructureUnits 4-5 Planning Elements Discussions,1491,229
52,208,5/2/13 0:41,"Draft Goals - Holmdel School District, NJ",Group N,Units 2-3: Submit & Review Goals/Challenges Statements,,"Draft Goals - Holmdel School District, NJGroup NUnits 2-3: Submit & Review Goals/Challenges Statements",1492,195
52,98,5/2/13 0:58,"Elementary School in Raleigh, NC",Group N,Units 2-3: Submit & Review Goals/Challenges Statements,,"Elementary School in Raleigh, NCGroup NUnits 2-3: Submit & Review Goals/Challenges Statements",1493,123
87,208,5/2/13 2:07,"Draft Goals - Holmdel School District, NJ",Group N,Units 2-3: Submit & Review Goals/Challenges Statements,,"Draft Goals - Holmdel School District, NJGroup NUnits 2-3: Submit & Review Goals/Challenges Statements",1494,195
434,445,5/2/13 2:26,What Educators Want,Professional Learning,Units 4-5 Planning Elements Discussions,,What Educators WantProfessional LearningUnits 4-5 Planning Elements Discussions,1495,205
444,38,5/2/13 4:06,Rural Maine School Grades 6-12,Group M,Units 2-3: Submit & Review Goals/Challenges Statements,,Rural Maine School Grades 6-12Group MUnits 2-3: Submit & Review Goals/Challenges Statements,1496,204
43,41,5/2/13 10:53,Can social media be used for professional development?,Professional Learning,Units 4-5 Planning Elements Discussions,,Can social media be used for professional development?Professional LearningUnits 4-5 Planning Elements Discussions,1497,230
51,198,5/2/13 12:02,Rural Elementary School in VA,Group U-Z,Units 2-3: Submit & Review Goals/Challenges Statements,,Rural Elementary School in VAGroup U-ZUnits 2-3: Submit & Review Goals/Challenges Statements,1498,174
202,445,5/2/13 12:05,"What will you take from Mooresville, Quakertown, Klein ISD, and Maine to help your school/district?",Group U-Z,Units 1-3 Discussion Groups,,"What will you take from Mooresville, Quakertown, Klein ISD, and Maine to help your school/district?Group U-ZUnits 1-3 Discussion Groups",1499,104
51,445,5/2/13 12:10,What will be different for students and teachers?,Group U-Z,Units 1-3 Discussion Groups,,What will be different for students and teachers?Group U-ZUnits 1-3 Discussion Groups,1500,42
51,444,5/2/13 12:18,Strategies for meeting DLT challenges?,Group U-Z,Units 1-3 Discussion Groups,,Strategies for meeting DLT challenges?Group U-ZUnits 1-3 Discussion Groups,1501,56
51,36,5/2/13 12:24,LAN School or Remote Desktops...how do you monitor what your kids are doing??,Group U-Z,Units 1-3 Discussion Groups,,LAN School or Remote Desktops...how do you monitor what your kids are doing??Group U-ZUnits 1-3 Discussion Groups,1502,76
41,41,5/2/13 13:39,Can social media be used for professional development?,Professional Learning,Units 4-5 Planning Elements Discussions,,Can social media be used for professional development?Professional LearningUnits 4-5 Planning Elements Discussions,1503,230
67,444,5/2/13 16:23,"If your statement is from a team, please add a comment with the members names",Units 2-3: Submit & Review Goals/Challenges Statements,Root,,"If your statement is from a team, please add a comment with the members namesUnits 2-3: Submit & Review Goals/Challenges StatementsRoot",1504,231
49,38,5/2/13 16:24,Rural Maine School Grades 6-12,Group M,Units 2-3: Submit & Review Goals/Challenges Statements,,Rural Maine School Grades 6-12Group MUnits 2-3: Submit & Review Goals/Challenges Statements,1505,204
54,198,5/2/13 16:42,Rural Elementary School in VA,Group U-Z,Units 2-3: Submit & Review Goals/Challenges Statements,,Rural Elementary School in VAGroup U-ZUnits 2-3: Submit & Review Goals/Challenges Statements,1506,174
74,198,5/2/13 16:44,Rural Elementary School in VA,Group U-Z,Units 2-3: Submit & Review Goals/Challenges Statements,,Rural Elementary School in VAGroup U-ZUnits 2-3: Submit & Review Goals/Challenges Statements,1507,174
67,293,5/2/13 16:55,Crowdsource: Curriculum &amp; Instruction Lessons Learned,Curriculum & Instruction,Units 4-5 Planning Elements Discussions,,Crowdsource: Curriculum &amp; Instruction Lessons LearnedCurriculum & InstructionUnits 4-5 Planning Elements Discussions,1508,207
87,107,5/2/13 17:46,Draft for Rural NC District with Big Dreams,Group N,Units 2-3: Submit & Review Goals/Challenges Statements,,Draft for Rural NC District with Big DreamsGroup NUnits 2-3: Submit & Review Goals/Challenges Statements,1509,232
87,60,5/2/13 17:56,Goals and Challenges- Rural County,Group N,Units 2-3: Submit & Review Goals/Challenges Statements,,Goals and Challenges- Rural CountyGroup NUnits 2-3: Submit & Review Goals/Challenges Statements,1510,192
49,445,5/2/13 18:10,Ask Questions about the Self Assessment,Self-Assessment Discussion with Metiri Group,Units 4-5 Planning Elements Discussions,,Ask Questions about the Self AssessmentSelf-Assessment Discussion with Metiri GroupUnits 4-5 Planning Elements Discussions,1511,220
444,49,5/2/13 18:14,Rural Maine School Grades 6-12,Group M,Units 2-3: Submit & Review Goals/Challenges Statements,,Rural Maine School Grades 6-12Group MUnits 2-3: Submit & Review Goals/Challenges Statements,1512,204
60,445,5/2/13 18:15,What Educators Want,Professional Learning,Units 4-5 Planning Elements Discussions,,What Educators WantProfessional LearningUnits 4-5 Planning Elements Discussions,1513,205
54,175,5/2/13 18:30,Transforming Culture in Northeast Vermont,Group U-Z,Units 2-3: Submit & Review Goals/Challenges Statements,,Transforming Culture in Northeast VermontGroup U-ZUnits 2-3: Submit & Review Goals/Challenges Statements,1514,196
54,301,5/2/13 18:53,Small rural district in WI,Group U-Z,Units 2-3: Submit & Review Goals/Challenges Statements,,Small rural district in WIGroup U-ZUnits 2-3: Submit & Review Goals/Challenges Statements,1515,194
136,136,5/2/13 19:19,"Small, Island School",Group O-T,Units 2-3: Submit & Review Goals/Challenges Statements,,"Small, Island SchoolGroup O-TUnits 2-3: Submit & Review Goals/Challenges Statements",1516,152
1,445,5/2/13 19:44,Crowdsource: PD Lessons Learned,Professional Learning,Units 4-5 Planning Elements Discussions,,Crowdsource: PD Lessons LearnedProfessional LearningUnits 4-5 Planning Elements Discussions,1517,217
106,107,5/2/13 19:47,Draft for Rural NC District with Big Dreams,Group N,Units 2-3: Submit & Review Goals/Challenges Statements,,Draft for Rural NC District with Big DreamsGroup NUnits 2-3: Submit & Review Goals/Challenges Statements,1518,232
106,61,5/2/13 19:52,Edgecombe/Stocks Elementary Goals &amp; Challenges,Group N,Units 2-3: Submit & Review Goals/Challenges Statements,,Edgecombe/Stocks Elementary Goals &amp; ChallengesGroup NUnits 2-3: Submit & Review Goals/Challenges Statements,1519,139
1,41,5/2/13 19:54,Can social media be used for professional development?,Professional Learning,Units 4-5 Planning Elements Discussions,,Can social media be used for professional development?Professional LearningUnits 4-5 Planning Elements Discussions,1520,230
106,100,5/2/13 19:55,"Possible Goals- Moore County Schools, NC",Group N,Units 2-3: Submit & Review Goals/Challenges Statements,,"Possible Goals- Moore County Schools, NCGroup NUnits 2-3: Submit & Review Goals/Challenges Statements",1521,173
74,15,5/3/13 1:13,Southern WV Rural Public School - 850 students,Group U-Z,Units 2-3: Submit & Review Goals/Challenges Statements,,Southern WV Rural Public School - 850 studentsGroup U-ZUnits 2-3: Submit & Review Goals/Challenges Statements,1522,142
44,87,5/3/13 1:38,Draft for Rural NC District with Big Dreams,Group N,Units 2-3: Submit & Review Goals/Challenges Statements,,Draft for Rural NC District with Big DreamsGroup NUnits 2-3: Submit & Review Goals/Challenges Statements,1523,232
44,106,5/3/13 1:38,Draft for Rural NC District with Big Dreams,Group N,Units 2-3: Submit & Review Goals/Challenges Statements,,Draft for Rural NC District with Big DreamsGroup NUnits 2-3: Submit & Review Goals/Challenges Statements,1523,232
44,49,5/3/13 1:44,Ask Questions about the Self Assessment,Self-Assessment Discussion with Metiri Group,Units 4-5 Planning Elements Discussions,,Ask Questions about the Self AssessmentSelf-Assessment Discussion with Metiri GroupUnits 4-5 Planning Elements Discussions,1524,220
74,211,5/3/13 1:53,Community partnerships and digital learning,Academic Supports,Units 4-5 Planning Elements Discussions,,Community partnerships and digital learningAcademic SupportsUnits 4-5 Planning Elements Discussions,1525,210
361,199,5/3/13 2:29,Information and Goal Statements,Group M,Units 2-3: Submit & Review Goals/Challenges Statements,,Information and Goal StatementsGroup MUnits 2-3: Submit & Review Goals/Challenges Statements,1526,89
361,205,5/3/13 2:50,"Baltimore City Charter School, K-8, Partnership with Johns Hopkins School of Education",Group M,Units 2-3: Submit & Review Goals/Challenges Statements,,"Baltimore City Charter School, K-8, Partnership with Johns Hopkins School of EducationGroup MUnits 2-3: Submit & Review Goals/Challenges Statements",1527,90
190,64,5/3/13 2:55,Student-driven technology advisories,Unit 3: Discussion with Expert Panel from Case Study Schools,Unit 1-3 Expert Panel Discussions,,Student-driven technology advisoriesUnit 3: Discussion with Expert Panel from Case Study SchoolsUnit 1-3 Expert Panel Discussions,1528,176
361,219,5/3/13 3:06,Mathematics Educational Non-profit: CPM,Group M,Units 2-3: Submit & Review Goals/Challenges Statements,,Mathematics Educational Non-profit: CPMGroup MUnits 2-3: Submit & Review Goals/Challenges Statements,1529,183
7,59,5/3/13 3:07,PA Suburban,Group O-T,Units 2-3: Submit & Review Goals/Challenges Statements,,PA SuburbanGroup O-TUnits 2-3: Submit & Review Goals/Challenges Statements,1530,203
7,114,5/3/13 3:14,South Africa: urban district,Group O-T,Units 2-3: Submit & Review Goals/Challenges Statements,,South Africa: urban districtGroup O-TUnits 2-3: Submit & Review Goals/Challenges Statements,1531,223
7,268,5/3/13 3:25,Houston Texas Suburban Public High School,Group O-T,Units 2-3: Submit & Review Goals/Challenges Statements,,Houston Texas Suburban Public High SchoolGroup O-TUnits 2-3: Submit & Review Goals/Challenges Statements,1532,200
361,88,5/3/13 3:32,"Large public school in suburban St. Louis, Missouri",Group M,Units 2-3: Submit & Review Goals/Challenges Statements,,"Large public school in suburban St. Louis, MissouriGroup MUnits 2-3: Submit & Review Goals/Challenges Statements",1533,166
7,226,5/3/13 3:45,Very Small Rural Maine PreK-8 School of 58 students,Group M,Units 2-3: Submit & Review Goals/Challenges Statements,,Very Small Rural Maine PreK-8 School of 58 studentsGroup MUnits 2-3: Submit & Review Goals/Challenges Statements,1534,164
30,445,5/3/13 12:37,"Relevant, Collaborative, and Applied Learning",Curriculum & Instruction,Units 4-5 Planning Elements Discussions,,"Relevant, Collaborative, and Applied LearningCurriculum & InstructionUnits 4-5 Planning Elements Discussions",1535,218
107,106,5/3/13 13:32,Draft for Rural NC District with Big Dreams,Group N,Units 2-3: Submit & Review Goals/Challenges Statements,,Draft for Rural NC District with Big DreamsGroup NUnits 2-3: Submit & Review Goals/Challenges Statements,1536,232
107,61,5/3/13 14:09,Edgecombe/Stocks Elementary Goals &amp; Challenges,Group N,Units 2-3: Submit & Review Goals/Challenges Statements,,Edgecombe/Stocks Elementary Goals &amp; ChallengesGroup NUnits 2-3: Submit & Review Goals/Challenges Statements,1537,139
