Sender,Reciever,Timestamp,Title,Category,Parent,Description,CommentID,DiscussionID
223,302,10/25/13,Knowing What You Don't Know,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1437,410
388,387,10/25/13,Knowing What You Don't Know,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1446,410
388,302,10/25/13,Knowing What You Don't Know,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1447,410
387,388,10/25/13,Knowing What You Don't Know,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1458,410
183,455,10/25/13,Knowing What You Don't Know,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1464,410
310,266,10/20/13,Large District in Southeastern NC with 42 schools,District,Goals & Challenges Statements,,1184,411
318,310,10/21/13,Large District in Southeastern NC with 42 schools,District,Goals & Challenges Statements,,1228,411
387,266,10/24/13,Large District in Southeastern NC with 42 schools,District,Goals & Challenges Statements,,1384,411
198,310,11/8/13,Large District in Southeastern NC with 42 schools,District,Goals & Challenges Statements,,1950,411
310,411,10/20/13,Small urban school district of almost 4000 students in Wisconsin,District,Goals & Challenges Statements,,1186,412
486,411,10/21/13,Small urban school district of almost 4000 students in Wisconsin,District,Goals & Challenges Statements,,1199,412
268,411,10/21/13,Small urban school district of almost 4000 students in Wisconsin,District,Goals & Challenges Statements,,1237,412
485,411,10/22/13,Small urban school district of almost 4000 students in Wisconsin,District,Goals & Challenges Statements,,1269,412
280,411,10/24/13,Small urban school district of almost 4000 students in Wisconsin,District,Goals & Challenges Statements,,1426,412
196,486,10/28/13,Small urban school district of almost 4000 students in Wisconsin,District,Goals & Challenges Statements,,1643,412
360,411,10/31/13,Small urban school district of almost 4000 students in Wisconsin,District,Goals & Challenges Statements,,1743,412
310,394,10/20/13,A fourth and fifth grade classroom in large district,Classroom,Goals & Challenges Statements,,1187,413
405,394,10/21/13,A fourth and fifth grade classroom in large district,Classroom,Goals & Challenges Statements,,1211,413
485,394,10/22/13,A fourth and fifth grade classroom in large district,Classroom,Goals & Challenges Statements,,1280,413
149,485,10/22/13,A fourth and fifth grade classroom in large district,Classroom,Goals & Challenges Statements,,1309,413
477,394,10/23/13,A fourth and fifth grade classroom in large district,Classroom,Goals & Challenges Statements,,1359,413
411,310,11/15/13,A fourth and fifth grade classroom in large district,Classroom,Goals & Challenges Statements,,2091,413
411,394,11/15/13,A fourth and fifth grade classroom in large district,Classroom,Goals & Challenges Statements,,2091,413
214,394,11/19/13,A fourth and fifth grade classroom in large district,Classroom,Goals & Challenges Statements,,2246,413
482,164,10/21/13,Heather Breedlove- District Technology Coach,Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",1196,414
482,149,10/21/13,flipped classroom,Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",1198,415
385,32,10/21/13,"Beaconhouse 2020, Goals and Challenges Statement",Other Organizations,Goals & Challenges Statements,,1200,416
398,32,10/21/13,"Beaconhouse 2020, Goals and Challenges Statement",Other Organizations,Goals & Challenges Statements,,1207,416
292,32,10/27/13,"Beaconhouse 2020, Goals and Challenges Statement",Other Organizations,Goals & Challenges Statements,,1547,416
32,292,10/30/13,"Beaconhouse 2020, Goals and Challenges Statement",Other Organizations,Goals & Challenges Statements,,1714,416
32,302,10/21/13,Aha Moments,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1203,417
43,302,10/21/13,Aha Moments,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1215,417
405,302,10/21/13,Aha Moments,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1221,417
388,302,10/22/13,Aha Moments,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1251,417
223,302,10/22/13,Aha Moments,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1265,417
160,302,10/22/13,Aha Moments,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1266,417
485,302,10/22/13,Aha Moments,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1283,417
167,302,10/22/13,Aha Moments,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1314,417
137,302,10/23/13,Aha Moments,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1354,417
302,302,10/25/13,Aha Moments,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1462,417
149,436,10/21/13,Blended Learning at BSS,Other Organizations,Goals & Challenges Statements,,1206,418
460,436,10/21/13,Blended Learning at BSS,Other Organizations,Goals & Challenges Statements,,1241,418
388,436,10/22/13,Blended Learning at BSS,Other Organizations,Goals & Challenges Statements,,1254,418
223,436,10/22/13,Blended Learning at BSS,Other Organizations,Goals & Challenges Statements,,1256,418
149,445,10/22/13,Blended Learning at BSS,Other Organizations,Goals & Challenges Statements,,1296,418
396,445,10/23/13,Blended Learning at BSS,Other Organizations,Goals & Challenges Statements,,1337,418
342,445,10/24/13,Blended Learning at BSS,Other Organizations,Goals & Challenges Statements,,1395,418
292,445,10/25/13,Blended Learning at BSS,Other Organizations,Goals & Challenges Statements,,1490,418
292,436,10/25/13,Blended Learning at BSS,Other Organizations,Goals & Challenges Statements,,1491,418
149,367,10/21/13,Vision 2020 for Beaconhouse,Other Organizations,Goals & Challenges Statements,,1208,419
148,367,10/21/13,Vision 2020 for Beaconhouse,Other Organizations,Goals & Challenges Statements,,1236,419
398,367,10/22/13,Vision 2020 for Beaconhouse,Other Organizations,Goals & Challenges Statements,,1303,419
460,367,10/22/13,Vision 2020 for Beaconhouse,Other Organizations,Goals & Challenges Statements,,1308,419
445,367,10/24/13,Vision 2020 for Beaconhouse,Other Organizations,Goals & Challenges Statements,,1394,419
396,367,10/24/13,Vision 2020 for Beaconhouse,Other Organizations,Goals & Challenges Statements,,1396,419
404,367,10/24/13,Vision 2020 for Beaconhouse,Other Organizations,Goals & Challenges Statements,,1430,419
292,367,10/25/13,Vision 2020 for Beaconhouse,Other Organizations,Goals & Challenges Statements,,1489,419
436,367,12/4/13,Vision 2020 for Beaconhouse,Other Organizations,Goals & Challenges Statements,,2453,419
411,329,10/21/13,Rural Middle School in NC,School,Goals & Challenges Statements,,1210,420
183,329,10/21/13,Rural Middle School in NC,School,Goals & Challenges Statements,,1212,420
318,329,10/21/13,Rural Middle School in NC,School,Goals & Challenges Statements,,1226,420
317,329,10/23/13,Rural Middle School in NC,School,Goals & Challenges Statements,,1352,420
63,329,10/23/13,Rural Middle School in NC,School,Goals & Challenges Statements,,1372,420
437,329,10/23/13,Rural Middle School in NC,School,Goals & Challenges Statements,,1377,420
422,329,10/25/13,Rural Middle School in NC,School,Goals & Challenges Statements,,1451,420
208,329,10/25/13,Rural Middle School in NC,School,Goals & Challenges Statements,,1492,420
189,329,10/27/13,Rural Middle School in NC,School,Goals & Challenges Statements,,1591,420
189,329,10/27/13,Rural Middle School in NC,School,Goals & Challenges Statements,,1593,420
329,189,10/29/13,Rural Middle School in NC,School,Goals & Challenges Statements,,1679,420
119,329,11/7/13,Rural Middle School in NC,School,Goals & Challenges Statements,,1913,420
186,329,11/19/13,Rural Middle School in NC,School,Goals & Challenges Statements,,2204,420
347,208,11/20/13,Rural Middle School in NC,School,Goals & Challenges Statements,,2265,420
347,329,11/20/13,Rural Middle School in NC,School,Goals & Challenges Statements,,2265,420
183,447,10/21/13,Small Title 1 Career & Technical HS - 900 Students - RI,School,Goals & Challenges Statements,,1213,421
333,447,10/28/13,Small Title 1 Career & Technical HS - 900 Students - RI,School,Goals & Challenges Statements,,1638,421
405,90,10/21/13,"Large Class Size, Urban District",Classroom,Goals & Challenges Statements,,1214,422
63,90,10/21/13,"Large Class Size, Urban District",Classroom,Goals & Challenges Statements,,1248,422
63,90,10/21/13,"Large Class Size, Urban District",Classroom,Goals & Challenges Statements,,1249,422
41,90,10/25/13,"Large Class Size, Urban District",Classroom,Goals & Challenges Statements,,1476,422
158,41,10/31/13,"Large Class Size, Urban District",Classroom,Goals & Challenges Statements,,1753,422
212,90,11/7/13,"Large Class Size, Urban District",Classroom,Goals & Challenges Statements,,1928,422
453,90,11/9/13,"Large Class Size, Urban District",Classroom,Goals & Challenges Statements,,1972,422
183,208,10/21/13,300 Student Middle School in OR,School,Goals & Challenges Statements,,1216,423
422,208,10/25/13,300 Student Middle School in OR,School,Goals & Challenges Statements,,1453,423
183,52,10/21/13,Small Christian High School in the Chicago suburbs,School,Goals & Challenges Statements,,1217,424
491,52,10/26/13,Small Christian High School in the Chicago suburbs,School,Goals & Challenges Statements,,1520,424
426,52,10/27/13,Small Christian High School in the Chicago suburbs,School,Goals & Challenges Statements,,1571,424
43,279,10/21/13,K-12 Charter School in North Carolina: Elementary Division,School,Goals & Challenges Statements,,1218,425
137,279,10/23/13,K-12 Charter School in North Carolina: Elementary Division,School,Goals & Challenges Statements,,1356,425
318,28,10/21/13,Gifted Ed Teacher working with 4th/5th Grade in NC,Classroom,Goals & Challenges Statements,,1225,426
477,28,10/23/13,Gifted Ed Teacher working with 4th/5th Grade in NC,Classroom,Goals & Challenges Statements,,1358,426
23,28,10/23/13,Gifted Ed Teacher working with 4th/5th Grade in NC,Classroom,Goals & Challenges Statements,,1367,426
33,28,10/25/13,Gifted Ed Teacher working with 4th/5th Grade in NC,Classroom,Goals & Challenges Statements,,1434,426
70,28,11/5/13,Gifted Ed Teacher working with 4th/5th Grade in NC,Classroom,Goals & Challenges Statements,,1866,426
119,28,11/7/13,Gifted Ed Teacher working with 4th/5th Grade in NC,Classroom,Goals & Challenges Statements,,1932,426
298,213,10/21/13,NH District beginning to examine digital learning opportunities,District,Goals & Challenges Statements,,1231,427
213,298,10/21/13,NH District beginning to examine digital learning opportunities,District,Goals & Challenges Statements,,1238,427
485,213,10/22/13,NH District beginning to examine digital learning opportunities,District,Goals & Challenges Statements,,1275,427
485,213,10/22/13,NH District beginning to examine digital learning opportunities,District,Goals & Challenges Statements,,1276,427
167,213,10/22/13,NH District beginning to examine digital learning opportunities,District,Goals & Challenges Statements,,1310,427
213,167,10/23/13,NH District beginning to examine digital learning opportunities,District,Goals & Challenges Statements,,1329,427
340,213,10/29/13,NH District beginning to examine digital learning opportunities,District,Goals & Challenges Statements,,1675,427
360,213,10/31/13,NH District beginning to examine digital learning opportunities,District,Goals & Challenges Statements,,1744,427
234,213,10/21/13,Using digital learning to promote individualized learning,"Changes in what, how, when and where students learn?",Group M-N,What would you recommend in your own school or district?,1232,428
271,417,10/21/13,Open education movement in a public portuguese school,School,Goals & Challenges Statements,,1240,429
372,183,10/21/13,Expert Panel from Unit 3,Unit 2-3 Resources,Group M-N,Please add your comments about the resources and suggestions for additional ones.,1244,430
119,183,11/5/13,Expert Panel from Unit 3,Unit 2-3 Resources,Group M-N,Please add your comments about the resources and suggestions for additional ones.,1869,430
26,41,10/21/13,Private school group with 1000 students,District,Goals & Challenges Statements,,1245,431
485,41,10/22/13,Private school group with 1000 students,District,Goals & Challenges Statements,,1268,431
244,41,10/24/13,Private school group with 1000 students,District,Goals & Challenges Statements,,1388,431
41,26,10/25/13,Private school group with 1000 students,District,Goals & Challenges Statements,,1474,431
213,41,10/27/13,Private school group with 1000 students,District,Goals & Challenges Statements,,1568,431
417,41,10/27/13,Private school group with 1000 students,District,Goals & Challenges Statements,,1594,431
41,417,10/28/13,Private school group with 1000 students,District,Goals & Challenges Statements,,1661,431
110,41,11/7/13,Private school group with 1000 students,District,Goals & Challenges Statements,,1919,431
119,41,11/19/13,Private school group with 1000 students,District,Goals & Challenges Statements,,2212,431
26,49,10/21/13,"Rural School District Fewer than 1200 Students-Elk Mound, WI",District,Goals & Challenges Statements,,1246,432
223,49,10/22/13,"Rural School District Fewer than 1200 Students-Elk Mound, WI",District,Goals & Challenges Statements,,1262,432
485,49,10/22/13,"Rural School District Fewer than 1200 Students-Elk Mound, WI",District,Goals & Challenges Statements,,1267,432
124,49,10/24/13,"Rural School District Fewer than 1200 Students-Elk Mound, WI",District,Goals & Challenges Statements,,1419,432
189,49,10/27/13,"Rural School District Fewer than 1200 Students-Elk Mound, WI",District,Goals & Challenges Statements,,1592,432
87,49,10/28/13,"Rural School District Fewer than 1200 Students-Elk Mound, WI",District,Goals & Challenges Statements,,1626,432
196,49,10/28/13,"Rural School District Fewer than 1200 Students-Elk Mound, WI",District,Goals & Challenges Statements,,1644,432
378,49,10/29/13,"Rural School District Fewer than 1200 Students-Elk Mound, WI",District,Goals & Challenges Statements,,1684,432
63,149,10/21/13,"K-12 organisation with 90,000 students",Other Organizations,Goals & Challenges Statements,,1247,433
149,63,10/22/13,"K-12 organisation with 90,000 students",Other Organizations,Goals & Challenges Statements,,1299,433
460,149,10/22/13,"K-12 organisation with 90,000 students",Other Organizations,Goals & Challenges Statements,,1311,433
342,149,10/24/13,"K-12 organisation with 90,000 students",Other Organizations,Goals & Challenges Statements,,1403,433
292,149,10/24/13,"K-12 organisation with 90,000 students",Other Organizations,Goals & Challenges Statements,,1428,433
485,26,10/22/13,"Suburban District of Just Under 4,000 Students in Pennsylvania",District,Goals & Challenges Statements,,1270,434
266,26,10/22/13,"Suburban District of Just Under 4,000 Students in Pennsylvania",District,Goals & Challenges Statements,,1281,434
167,26,10/22/13,"Suburban District of Just Under 4,000 Students in Pennsylvania",District,Goals & Challenges Statements,,1312,434
288,26,11/20/13,"Suburban District of Just Under 4,000 Students in Pennsylvania",District,Goals & Challenges Statements,,2269,434
485,486,10/22/13,"District of 7 schools throughout Saudi Arabia- 4,000+ students",District,Goals & Challenges Statements,,1271,435
266,486,10/22/13,"District of 7 schools throughout Saudi Arabia- 4,000+ students",District,Goals & Challenges Statements,,1279,435
437,486,10/23/13,"District of 7 schools throughout Saudi Arabia- 4,000+ students",District,Goals & Challenges Statements,,1376,435
288,486,10/24/13,"District of 7 schools throughout Saudi Arabia- 4,000+ students",District,Goals & Challenges Statements,,1423,435
246,486,10/27/13,"District of 7 schools throughout Saudi Arabia- 4,000+ students",District,Goals & Challenges Statements,,1586,435
367,486,10/29/13,"District of 7 schools throughout Saudi Arabia- 4,000+ students",District,Goals & Challenges Statements,,1687,435
110,486,12/28/13,"District of 7 schools throughout Saudi Arabia- 4,000+ students",District,Goals & Challenges Statements,,2543,435
485,387,10/22/13,"Public School District With 20,000 Students in Northern Virginia",District,Goals & Challenges Statements,,1272,436
266,387,10/22/13,"Public School District With 20,000 Students in Northern Virginia",District,Goals & Challenges Statements,,1278,436
246,387,10/27/13,"Public School District With 20,000 Students in Northern Virginia",District,Goals & Challenges Statements,,1582,436
233,387,10/28/13,"Public School District With 20,000 Students in Northern Virginia",District,Goals & Challenges Statements,,1629,436
467,387,10/29/13,"Public School District With 20,000 Students in Northern Virginia",District,Goals & Challenges Statements,,1693,436
485,38,10/22/13,BYOD,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1285,437
132,38,10/22/13,BYOD,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1323,437
437,38,10/23/13,BYOD,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1374,437
422,38,10/25/13,BYOD,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1454,437
302,422,10/25/13,BYOD,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1463,437
183,38,10/25/13,BYOD,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1466,437
460,30,10/22/13,Instructional Tolerance,Most important changes needed in K-12 education?,Group O-Z,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,1286,438
460,460,10/22/13,"Hi! This is Tabassum Murtaza from Lahore, Pakistan",Introductions,Group O-Z,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",1288,439
460,336,10/22/13,Professional Development!,Most important changes needed in K-12 education?,Group O-Z,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,1291,440
346,336,10/22/13,Professional Development!,Most important changes needed in K-12 education?,Group O-Z,Please brainstorm about how K-12 education needs to change to fully incorporate digital learning and what will then be different for students and for teachers.,1307,440
341,460,10/22/13,Digital learning at the BSS _ Goals and Challenges,Other Organizations,Goals & Challenges Statements,,1294,441
398,460,10/22/13,Digital learning at the BSS _ Goals and Challenges,Other Organizations,Goals & Challenges Statements,,1300,441
460,397,10/22/13,Digital learning at the BSS _ Goals and Challenges,Other Organizations,Goals & Challenges Statements,,1302,441
346,460,10/22/13,Digital learning at the BSS _ Goals and Challenges,Other Organizations,Goals & Challenges Statements,,1304,441
398,460,10/23/13,Digital learning at the BSS _ Goals and Challenges,Other Organizations,Goals & Challenges Statements,,1332,441
445,460,10/24/13,Digital learning at the BSS _ Goals and Challenges,Other Organizations,Goals & Challenges Statements,,1393,441
292,460,10/26/13,Digital learning at the BSS _ Goals and Challenges,Other Organizations,Goals & Challenges Statements,,1506,441
460,292,11/7/13,Digital learning at the BSS _ Goals and Challenges,Other Organizations,Goals & Challenges Statements,,1904,441
341,396,10/22/13,shaping the enviorment- Digital Citizenship,Major challenges to making recommended changes?,Group O-Z,,1295,442
396,34,10/22/13,changing the mind set of our teachers.,Major challenges to making recommended changes?,Group O-Z,,1298,443
34,396,10/25/13,changing the mind set of our teachers.,Major challenges to making recommended changes?,Group O-Z,,1449,443
346,460,10/22/13,Digital learning at the BSS _ Goals and Challenges,Other Organizations,,,1305,444
344,302,10/22/13,Essential Elements of Personalized Learning,"Changes in what, how, when and where students learn?",Group A-L,What would you recommend in your own school or district?,1317,445
110,302,11/6/13,Essential Elements of Personalized Learning,"Changes in what, how, when and where students learn?",Group A-L,What would you recommend in your own school or district?,1891,445
301,423,10/22/13,"Professional Development Time, Time, and Time!",Major challenges to making recommended changes?,Group A-L,,1321,446
207,423,11/4/13,"Professional Development Time, Time, and Time!",Major challenges to making recommended changes?,Group A-L,,1838,446
387,167,10/23/13,"Rural/Suburban District of 6,000 in TX",District,Goals & Challenges Statements,,1333,447
268,167,10/23/13,"Rural/Suburban District of 6,000 in TX",District,Goals & Challenges Statements,,1341,447
302,167,10/27/13,"Rural/Suburban District of 6,000 in TX",District,Goals & Challenges Statements,,1545,447
119,167,11/7/13,"Rural/Suburban District of 6,000 in TX",District,Goals & Challenges Statements,,1924,447
288,167,11/20/13,"Rural/Suburban District of 6,000 in TX",District,Goals & Challenges Statements,,2271,447
436,387,10/23/13,Changing the National Goal?,"Changes in what, how, when and where students learn?",Group O-Z,What would you recommend in your own school or district?,1336,448
302,125,10/23/13,Keep On Keeping On.,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1338,449
34,34,10/23/13,"""THE EDUCATORS"" our goals and challenges-Ayesha Azhar",Other Organizations,Goals & Challenges Statements,,1339,450
292,34,10/23/13,"""THE EDUCATORS"" our goals and challenges-Ayesha Azhar",Other Organizations,Goals & Challenges Statements,,1381,450
445,34,10/24/13,"""THE EDUCATORS"" our goals and challenges-Ayesha Azhar",Other Organizations,Goals & Challenges Statements,,1391,450
34,445,10/24/13,"""THE EDUCATORS"" our goals and challenges-Ayesha Azhar",Other Organizations,Goals & Challenges Statements,,1407,450
34,292,10/24/13,"""THE EDUCATORS"" our goals and challenges-Ayesha Azhar",Other Organizations,Goals & Challenges Statements,,1408,450
292,34,10/27/13,"""THE EDUCATORS"" our goals and challenges-Ayesha Azhar",Other Organizations,Goals & Challenges Statements,,1578,450
411,125,10/23/13,Rural High School - Central Maine,School,Goals & Challenges Statements,,1342,451
142,125,10/23/13,Rural High School - Central Maine,School,Goals & Challenges Statements,,1347,451
142,411,10/23/13,Rural High School - Central Maine,School,Goals & Challenges Statements,,1347,451
125,142,10/23/13,Rural High School - Central Maine,School,Goals & Challenges Statements,,1363,451
491,125,10/23/13,Rural High School - Central Maine,School,Goals & Challenges Statements,,1382,451
333,125,10/28/13,Rural High School - Central Maine,School,Goals & Challenges Statements,,1642,451
344,125,10/28/13,Rural High School - Central Maine,School,Goals & Challenges Statements,,1650,451
125,333,10/31/13,Rural High School - Central Maine,School,Goals & Challenges Statements,,1732,451
125,344,10/31/13,Rural High School - Central Maine,School,Goals & Challenges Statements,,1732,451
142,190,10/23/13,"Large Suburban High School Raleigh,North Carolina",School,Goals & Challenges Statements,,1351,452
336,190,10/24/13,"Large Suburban High School Raleigh,North Carolina",School,Goals & Challenges Statements,,1416,452
33,190,10/25/13,"Large Suburban High School Raleigh,North Carolina",School,Goals & Challenges Statements,,1436,452
190,142,10/27/13,"Large Suburban High School Raleigh,North Carolina",School,Goals & Challenges Statements,,1523,452
190,336,10/27/13,"Large Suburban High School Raleigh,North Carolina",School,Goals & Challenges Statements,,1524,452
190,33,10/27/13,"Large Suburban High School Raleigh,North Carolina",School,Goals & Challenges Statements,,1525,452
137,302,10/23/13,Do you agree or disagree? Some poignant comments from participants.,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1353,453
437,302,10/23/13,Do you agree or disagree? Some poignant comments from participants.,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1373,453
183,302,10/25/13,Do you agree or disagree? Some poignant comments from participants.,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1465,453
137,388,10/23/13,"Mid-size Independent College Preparatory Prek-12 School, 2,000 students, Broward County, FL",Classroom,Goals & Challenges Statements,,1355,454
477,388,10/23/13,"Mid-size Independent College Preparatory Prek-12 School, 2,000 students, Broward County, FL",Classroom,Goals & Challenges Statements,,1360,454
336,388,10/24/13,"Mid-size Independent College Preparatory Prek-12 School, 2,000 students, Broward County, FL",Classroom,Goals & Challenges Statements,,1413,454
388,336,10/25/13,"Mid-size Independent College Preparatory Prek-12 School, 2,000 students, Broward County, FL",Classroom,Goals & Challenges Statements,,1442,454
417,388,10/27/13,"Mid-size Independent College Preparatory Prek-12 School, 2,000 students, Broward County, FL",Classroom,Goals & Challenges Statements,,1583,454
388,417,10/30/13,"Mid-size Independent College Preparatory Prek-12 School, 2,000 students, Broward County, FL",Classroom,Goals & Challenges Statements,,1711,454
53,388,11/1/13,"Mid-size Independent College Preparatory Prek-12 School, 2,000 students, Broward County, FL",Classroom,Goals & Challenges Statements,,1758,454
437,160,10/23/13,Multi-Grade Secondary Alternative Program in Northern Canada,Classroom,Goals & Challenges Statements,,1375,455
160,437,10/24/13,Multi-Grade Secondary Alternative Program in Northern Canada,Classroom,Goals & Challenges Statements,,1386,455
33,160,10/25/13,Multi-Grade Secondary Alternative Program in Northern Canada,Classroom,Goals & Challenges Statements,,1435,455
419,160,10/27/13,Multi-Grade Secondary Alternative Program in Northern Canada,Classroom,Goals & Challenges Statements,,1563,455
125,160,10/28/13,Multi-Grade Secondary Alternative Program in Northern Canada,Classroom,Goals & Challenges Statements,,1607,455
292,342,10/23/13,Implementing Digital Learning Initiatives in Beaconhouse School System: Goals and Challenges,Other Organizations,Goals & Challenges Statements,,1380,456
342,292,10/25/13,Implementing Digital Learning Initiatives in Beaconhouse School System: Goals and Challenges,Other Organizations,Goals & Challenges Statements,,1461,456
292,342,10/27/13,Implementing Digital Learning Initiatives in Beaconhouse School System: Goals and Challenges,Other Organizations,Goals & Challenges Statements,,1558,456
361,342,11/24/13,Implementing Digital Learning Initiatives in Beaconhouse School System: Goals and Challenges,Other Organizations,Goals & Challenges Statements,,2357,456
342,361,12/10/13,Implementing Digital Learning Initiatives in Beaconhouse School System: Goals and Challenges,Other Organizations,Goals & Challenges Statements,,2485,456
160,34,10/24/13,Ayesha Azhar  Early Years Curriculum Manager,Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",1387,457
34,160,10/25/13,Ayesha Azhar  Early Years Curriculum Manager,Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",1448,457
244,213,10/24/13,Perhaps...,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1390,458
302,244,10/25/13,Perhaps...,Unit 4: Lessons Learned about Digital Learning,Root,"Please share new insights, perspectives, strategies, etc. you've gained in the DLT MOOC-Ed.  This discussion will provide a community record of the major lessons learned.",1471,458
169,301,10/24/13,Major Challenge is Mindset,Major challenges to making recommended changes?,Group A-L,,1392,459
342,303,10/24/13,Digital Learning and Career Awareness Convergence,Other Organizations,Goals & Challenges Statements,,1404,460
292,303,10/24/13,Digital Learning and Career Awareness Convergence,Other Organizations,Goals & Challenges Statements,,1422,460
303,342,10/25/13,Digital Learning and Career Awareness Convergence,Other Organizations,Goals & Challenges Statements,,1459,460
303,292,10/25/13,Digital Learning and Career Awareness Convergence,Other Organizations,Goals & Challenges Statements,,1460,460
336,23,10/24/13,Small K-12 Rural School; Library,Classroom,Goals & Challenges Statements,,1412,461
124,23,10/24/13,Small K-12 Rural School; Library,Classroom,Goals & Challenges Statements,,1417,461
229,23,10/24/13,Small K-12 Rural School; Library,Classroom,Goals & Challenges Statements,,1421,461
160,23,10/24/13,Small K-12 Rural School; Library,Classroom,Goals & Challenges Statements,,1431,461
23,23,10/25/13,Small K-12 Rural School; Library,Classroom,Goals & Challenges Statements,,1470,461
33,23,10/26/13,Small K-12 Rural School; Library,Classroom,Goals & Challenges Statements,,1499,461
